review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
3e4c3e619600262f32d96b33955d25cf,3a448a9bf5f166e9b374a1c9c30ee28c,5,,,2018-07-17 00:00:00,2018-07-17 22:21:03
0566e05eaa861a73fbde74bffa685b38,71551c2db02730406edd5839f5e2a53b,5,,,2018-06-12 00:00:00,2018-06-14 20:01:03
a334e803bd6776a1debea7ea183f9e50,d261f742e37c276d530490e42afd81ba,5,,,2017-07-22 00:00:00,2017-07-26 10:31:09
d088ca1f68a89999429ed895668fcd28,2de9667ac1672f39980b7142b63c1fef,4,,,2018-01-27 00:00:00,2018-02-03 18:29:27
5f6a2890647999274d0894d285301de3,7d3c222c835eb5ed8a43158bc0779abe,4,,,2017-07-18 00:00:00,2017-07-19 13:06:41
f66ed97226983929ac610c92a2c4bdc3,4526b32a6f35ff4b865facdf3ec8e567,4,,,2017-04-20 00:00:00,2017-04-20 17:04:42
6d87c0c7e916a7e88f6675c2bfb2dbe8,b74a684e587b26938063adffbe35f41d,5,,,2018-07-12 00:00:00,2018-07-14 21:51:46
db084b0a1307ca040b75ec6e50fd7458,26261556487a03e52339403486ef134d,5,,Entrega super atenciosos e entrega antes o previsto  ,2017-08-15 00:00:00,2017-08-16 00:32:15
f0f93658b4aabcfea546560b2cdbb286,c9eadde41242e71dd70ad3fb033940eb,5,,,2018-06-08 00:00:00,2018-06-12 19:47:29
067f4a61e5b86df16b3b265ca21cfb0b,c1eab54ad584ff7acf4b8f5e4020c005,5,Muito bom,Bom acabamento  Excelente atendimento ,2018-07-26 00:00:00,2018-07-29 00:05:04
b6993906c9038a9d51d6e6a3f1b3833a,8cb3659728a1beea766bb63eaa1cd1f9,1,,A previs o para entrega seria para at            e at  o momento n o foi entregue ,2017-12-14 00:00:00,2017-12-19 15:08:24
f2131ed8573fb4c13d9078143cf411f2,f9cda286ca417062ff15bf5d63fbc70c,4,,,2018-06-07 00:00:00,2018-06-07 23:49:46
bc7204059006d546bc37543dc1b8dbe4,4603a894cef0fb5ec82378b5e1ecd710,5,,,2017-11-04 00:00:00,2017-11-06 22:02:08
143dda5920c0d8b39ae6067c03ba0af7,15835fb051f32800c847b351f2a31f9b,4,,Mto bom,2017-02-22 00:00:00,2017-02-25 01:40:44
be8fabf4c9d5195d8e59e171b3c552ad,bdd991fac5f5716c8e330b2f8ec83e54,4,,,2017-12-07 00:00:00,2017-12-07 21:18:38
167f4c4370909fc2a0694c93a96b95c7,b790cd47d5cb1c9d14ce268a5a076782,3,,,2017-10-11 00:00:00,2017-10-13 21:31:02
7b8a95bdff974efa14c9f73ace3a5cd4,50c2a6b25b1df03eff6f7249da47f931,5,,,2017-10-25 00:00:00,2017-10-26 14:01:58
10b070189f574f8610a1adfdcbb0c0c7,bf122b1684abe6417e2e2eb2ababa7b9,1,,N o recebi o produto ainda    ,2018-04-21 00:00:00,2018-04-21 17:29:18
ad49325b82b9fbe0c65a83191890e0ef,c1712e588b4d7547170f454dba1ef0c3,4,,,2017-11-29 00:00:00,2017-11-29 23:25:25
9f2780b4da4a36f45eb3eb3986f4d2a2,f69425cdf960af0610de624359fd6a04,3,,,2018-02-16 00:00:00,2018-02-19 00:10:11
eeea052658db5951bc716ac0f646f335,84e18f4b5b541150af97e94f3cc0b2a7,1,,,2017-11-03 00:00:00,2017-11-03 23:39:55
c8d10a9e16c7557325f80113503d62f7,911a1257a699f1b61ec55aa88eace3bd,5,,,2017-12-22 00:00:00,2017-12-25 16:19:43
1775d7f667638b16f834d1c158d6f2c2,b3cade492748e3a55960d5b64615dd25,5,,Loja muito  gil para envio do produto  Produto esse que superou as expectativas  ,2018-03-29 00:00:00,2018-03-29 13:03:01
b79b2fba84eee97377518e3808a8285a,2c476f0148a99ce31bffe7659e5aaf4d,4,,,2017-05-12 00:00:00,2017-05-18 16:54:11
60f8faa906165ba76059030f93a45382,00b7174ea52bb811ebe2663add51afc0,5,,,2018-05-22 00:00:00,2018-05-23 10:45:53
219e8eb79c47833b3ffd0a337d268e4b,f8166a345b188c9033d127c25e44ab74,5,,,2018-08-28 00:00:00,2018-08-31 11:50:55
0f365f5d4e8656300f081e01b2500268,bb410325795fc7a944df598360cf5f08,4,,,2018-08-08 00:00:00,2018-08-08 21:06:49
7d95699eb3ab7c5fbbf55c2ee63c84b3,e4471c01969de94c38f855a80f807490,5,,,2018-06-27 00:00:00,2018-06-27 21:31:43
394dd900b40c0f2029eddcd4c29954bf,84b3b056e8c005f680939ef08864292d,1,,,2018-08-23 00:00:00,2018-08-23 09:03:40
5332b72bdb781ad2bd607c774c450563,8fd10b4326b26a7131022cf8f659abef,1,,sem pontualidade,2018-01-14 00:00:00,2018-01-19 08:29:01
a797219fe0a37078b0ad9e57ee5c701d,638ed9beae45e801ece6dacd6767bcab,5,,,2018-04-21 00:00:00,2018-04-22 18:39:42
dbbc2167d95a6669c25d70d8e4f6304d,0c78ccb9fbc7e1d41165489050f6b748,4,,Estao de parabens,2017-06-23 00:00:00,2017-06-27 19:24:34
eac8edb55d131694cb93c125734df99d,0a03ed20390f0245ab850bea4186190d,5,,,2017-12-24 00:00:00,2017-12-26 10:07:07
49b976db32af0fd785a02446026ab348,ef3d759ba50b03b99a1f7785496d554c,1,,,2018-04-06 00:00:00,2018-04-06 11:44:02
cb548ac3fa30631c7885ec348366ab78,f72c493e7f65e42101baca23c7c2fd90,5,,,2017-08-04 00:00:00,2017-08-05 10:07:02
3b62a6540615d03959c3e395895b1148,d207a9accbfb1677062f22f106463c33,5,super recomendo,entrega antes do prazo perfeito,2018-07-26 00:00:00,2018-07-27 03:32:17
47a8182e33a8196bd757a4355fe39bfd,1ceb22464e4c11a0441f0e153435696e,5,,,2018-04-24 00:00:00,2018-05-02 15:30:20
b4cb84613ecd88fa9782348e9d73a52b,aee9ab9619b5a2654b3362e66256628e,5,,,2018-02-16 00:00:00,2018-02-16 19:52:05
47eaf33cd70d5253e129cd7a96001bea,8821b5f30c514ea0cb2929f61e895be7,3,,,2018-03-21 00:00:00,2018-03-22 10:13:01
727a296ec24a29149744bbe6ab8bca12,c72588a7cac72efbf2189a48d12ab61d,5,,Chegou antes do prazo,2017-12-21 00:00:00,2017-12-30 23:31:54
c01d17340ecb7bf6a8f783465085f668,13b18839db628ad38aab7490078a213e,5,,,2017-12-19 00:00:00,2017-12-21 15:49:29
6055553420f37fef16a1e5d256bcf68f,a3cb58e90cf80632c56dc079eb734dcf,4,,muito boa experiencia,2018-01-31 00:00:00,2018-02-06 18:30:32
a03576fb589d2566f12ef3c86d1b7955,78d1bb8db7414297b33c18163f8308ec,4,,,2017-09-01 00:00:00,2017-09-04 09:55:31
05c1af604b1591c625cbbc1162bbd1ad,c41b4bf6e36acb1b2b50d976ceda84a9,4,,,2018-03-06 00:00:00,2018-03-07 12:44:08
bef175bd6ef90af0938b390a08bec6a3,b4dc09cbd4cc735632779c738cda842b,5,,Recomendo a todos a comprar nesta loja  atendimento  prazo de entrega conforme indicado    Parab ns    ,2017-03-29 00:00:00,2017-03-30 12:46:38
fb96ea2ef8cce1c888f4d45c8e22b793,c88b1d1b157a9999ce368f218a407141,5,,,2017-07-21 00:00:00,2017-07-26 13:45:15
95c471a26c6b5b795809ec5b9558f776,eca3f5e429027f406b64f21754673030,4,,Ainda vou avaliar se realmente   original da Peugeot conforme anunciado Att  ,2018-04-13 00:00:00,2018-04-17 14:08:24
2e2fd2ad1c03749f4374d72c91858d7c,cf728450f45f3d3c59784f7539471f1a,5,, timo ,2017-05-31 00:00:00,2017-06-01 11:53:59
3c96e6271ea6bf6540dcd267048e60b6,41d7166cd7b904ab5eb52a1fb6783e5f,3,gostei muito do produto ,Gostei muito do produto   exatamente como imaginei  a entrega dentro do prazo  A unica reclama o   q s tiver problemas c a compra e precisar entrar em contato r pido c a empresa esquece q n consegue,2018-06-05 00:00:00,2018-06-06 15:40:32
04561944995003f530556bfffd1739b1,64e3a06a754ad68d968eabbdf900399c,5,,,2018-06-07 00:00:00,2018-06-08 13:03:55
a558c8ad7f2df769de465cce1ef8999c,9c231099e037a07c32d043f7596a9c5d,4,,,2017-08-08 00:00:00,2017-08-09 02:41:37
1a44bf65961386f5d69c3e630f293d2b,e724300bcd73fb1c467b1c20c33a1fdd,3,,Boneco bom mas   um pouco pesado para crian a de     anos  Fiz a devolu o pq vi outro mais barato,2018-02-07 00:00:00,2018-02-07 10:57:20
1e3ff67d72f5d9c8a296b7d1252efeb1,778ecfb1e51738fb3f885c62f76d5519,4,,,2017-12-10 00:00:00,2017-12-10 22:15:20
07a47b8e980b4bdb90c699774e171065,d4ed3d242ba3c0082668360172454c65,5,Maravilhosooo,Ameeei,2018-07-21 00:00:00,2018-07-24 15:03:35
9d98dc46088ac99aa7fb5c17e231f984,a8f7154bb991a05d09b8175c2e50364e,5,Recomendada a Loja,,2018-07-03 00:00:00,2018-07-03 23:54:57
512661c13cf0e7c97f58ea2b076e499a,1330f512f9acd289580909d5b7d1160d,5,,,2018-06-22 00:00:00,2018-06-22 18:44:42
53a1eb6be14c4fb86eeb3b291c7f16d1,a3e0b8ca088f810101511ed40fa91b49,5,,,2018-03-01 00:00:00,2018-03-03 12:59:59
60f540f644bbeaef64d5a668a2912deb,9c29be3676de1c34e443b45bc2c2ba73,5,,Compromisso,2018-04-17 00:00:00,2018-04-18 11:26:56
e1c9ccc5b895673188c18f138db17825,4fe6e6eee2e643359d66860e9954cb84,4,,,2017-03-29 00:00:00,2017-04-02 11:57:56
8dd3dede0efeb3a53efb95ad7c6a1e4a,9b5efb42ba88b4bdef7e4a84b439acc3,2,,,2018-08-09 00:00:00,2018-08-12 12:53:30
b504b79219f4272d0ba1a0ad070ff1a4,a12de642288c88d6a5aec20f46a12fa6,5,,,2018-07-13 00:00:00,2018-07-31 15:18:29
917cdadc1a5b4cf4c988d264992f23a9,c7e1e46af92704b1c2e1924de96e7479,3,Recomendo,Recebi o produto errado ,2018-06-06 00:00:00,2018-06-07 13:53:24
9cd7d645b3ddac53c31ef884ac0a811a,9fc2a41d74cb13d98db36092842755f8,5,,,2018-03-22 00:00:00,2018-03-22 21:17:26
f61f6b3561d365f7a3c28f0827503063,148a2bcb04ca38f2580d863dfd36b05f,5,,Compro sempre atraves do baratheon e nunca tive problemas ,2017-12-06 00:00:00,2017-12-07 10:34:43
554a9358fc77f22e2cbe881c50fba3cd,23f912e63532618fa04e0f945350c85f,4,,,2018-02-06 00:00:00,2018-05-07 17:48:46
09eff3d348a5c149002cd6ea95f538d6,7d26f2a43dfbb0b9e5c39149593f3839,2,,,2018-04-04 00:00:00,2018-04-06 11:25:02
fac073871253f255b8dde914c3372684,ea5b2c0d002d415e1c5e7d7f39c831f5,2,,Falta o protetor impermeavel,2018-01-04 00:00:00,2018-01-07 01:57:08
e6e382db903a05eb93903bc75e514ab4,0582e17dbb2d3c6052b964ab8e62dff5,5,,,2017-12-13 00:00:00,2017-12-14 12:01:55
60dd5e0d2e347fc87ac2dc4b6c5e0324,7ebfb1659cebc1f80eb8d39b1f4d73ed,4,,,2017-10-25 00:00:00,2017-10-26 07:46:27
8845de007e059748f39d19e9b1caf33d,c62845da78b3e229cd5e0914607771e7,4,,,2017-06-14 00:00:00,2017-06-14 15:49:56
43f75df0de79b5080a2b188aaef628d6,c7b2b75e4013ba825f8617a06936a014,5,,A mercadoria veio muito bem embalada  por se tratar de um filtro de barrro  Parab ns pelo bom trabalho  E pela rapidez da entrega  ,2017-02-21 00:00:00,2017-02-22 00:45:38
5e2ed45ec1cb21e019a89ea9c71747a8,32219b8b14d2170cb4d16cf24c5d6025,4,,,2017-11-01 00:00:00,2017-11-08 10:55:41
599cccaede231d7b12fcf4117382c2a1,8e80c9ae33f2cff714311666eb2e71b1,5,bom,,2018-05-08 00:00:00,2018-05-10 14:47:45
db0d95048c4a3ecb15d59c479eab3552,2edf35d55b806cc2d389c8008e0d7f27,5,,Apenas embalagem aberta  acho q devido transporte,2017-08-25 00:00:00,2017-08-26 01:01:28
7da30b3e8790fa37357a0986f6c1bb1b,fd73324057cc65cae5776cf4bc9ff56f,1,,O an ncio gera uma informa o amb gua dizendo  caneta de metal   chegou uma caneta de pl stico  Outra coisa  tanto a caneta quanto o chaveiro chegaram riscados ,2018-04-21 00:00:00,2018-04-22 06:38:03
5ca0921666261129f96f6344a7bc215e,017b84f6bee0e4287eb8a8c9f5df549e,1,,muito bjom,2018-03-08 00:00:00,2018-03-08 12:16:18
1a8f19a565e8cf1f9e47283d43298ff1,a4626ad7558acf9abc9358586c8bacaf,1,,,2017-12-28 00:00:00,2017-12-29 09:07:23
bf2fe0c27b60b5bef447e87fd46d4f0d,3fb5cb07abb84703f0890f6c92589bb8,4,,,2017-02-25 00:00:00,2017-03-05 14:29:18
65d7761e876008ee5728561644e75df2,be2833555cf50be44d494f1fb8c95ec3,5,,Produto conforme anunciado   ,2017-07-22 00:00:00,2017-07-30 18:26:00
1d21724079707d7c7694452f78632107,cbf03abca6266fb36b6ddd1521839dba,5,,,2017-09-09 00:00:00,2017-09-12 00:54:02
d9da94eb9866243cb58bedd655153d21,5b0ee19a3125fc083348baa76d816ed0,1,,Atraso grande e n o dao nenhuma satisfa o,2018-03-17 00:00:00,2018-03-17 18:10:02
2aa01dde51d3706b7cbcb99472d111ad,f93e43e1c7ad8105d4644ca79c6ffe21,4,,,2018-04-13 00:00:00,2018-04-13 18:20:32
2646476fb6542e99dbee28e60db96981,d6499996b16da6981a7bb82d562d6c4b,4,Super recomendo,produto chegou antes do prazo  e   excelente para quem tem pouco espa o pois ele da para guardar enrolado,2018-05-01 00:00:00,2018-05-02 16:31:53
3fab2ff652bff030725596b6bf96c56c,14be0a96bf13d58196fd144c4b086fe4,3,,,2018-03-15 00:00:00,2018-03-16 18:08:55
fd9cd0a2afeae8e4dff269e058684797,4ebadc22cfcf79aee972ae7009d6b2d7,3,,A pel cula ficou menor que o aparelho devido a sua tela ser curvada  como podemos fazer  ,2017-08-04 00:00:00,2017-08-06 23:32:04
12ed6f6e3d3f25e527671c55f987de1a,55f3c870c1e40785268450603096ec90,4,,,2018-04-07 00:00:00,2018-04-08 15:36:17
c7403aa28b46a67a8df58fd93d707173,593b6eefb72afdf364b30dedb1294414,5,,,2017-12-06 00:00:00,2017-12-09 21:04:30
42b5924d9075f7d79f5fd7e90b337332,24f092dedbece404a94beacda86c3a7d,5,,Muito bom recebi o produto conforme combinado tudo no prazo certinho,2017-10-06 00:00:00,2017-10-09 22:15:20
36710f34f7870b3f827be5163841b0d8,fd5c73fb6edc88486582bf0a0bb989aa,5,,,2018-04-18 00:00:00,2018-04-19 00:03:26
e4caac7e5515ed4c57c144500ba40fb0,c35c657f8ce103ef7cf3d10978f4307c,3,,,2017-12-10 00:00:00,2017-12-14 14:46:25
38a2d99222fbbb6060a9f5936401f3be,1cbf9273aec786608192e5e3ccdc936c,5,,,2018-02-10 00:00:00,2018-02-16 17:36:29
66eae6f6274026b1031859b34c9bfe6e,9a697390de6da65c977ba337071a06a3,3,,produto corresponde ao mesmo do an ncio ,2018-02-22 00:00:00,2018-02-25 16:01:24
3fcf660ced1f16fb7b3a389722102862,a9569e5470a944e2c8787ab08b6e26ed,1,nunca mais !!!,n o entregou a mercadoria    ,2018-08-11 00:00:00,2018-08-14 01:10:56
d21724a6fdad1be2a18748b1e28ae7f5,1d77c7c5078be3063af35c806a5dd843,3,,,2018-01-20 00:00:00,2018-01-21 12:40:29
5cd7e7a0fbd21ffde37dadc646298f6d,71e416d9d84276bdc21bbe8e5897f908,3,,gostaria de devolver o vaso o material eu n o gostei ,2017-07-11 00:00:00,2017-07-12 13:12:05
061db13a6575c2a07af047ffd7dfdbbe,31a9fc3107df7fca6d3e9d14f7b2da84,5,Positivo,Bom Dia Recomendo a todos Nuuto Bom o produto Veio muito r pido bMuuto boa qualidade ,2018-07-31 00:00:00,2018-08-01 08:33:56
32dc5fcb61499924e36ff592a3465e5a,cd0898805c856f3bd20017a200c6f581,2,,O produto ainda n o foi entregue ,2017-08-05 00:00:00,2017-08-06 00:34:02
51c85af8171ac29bee25bc54634d8325,b4a980b9e16ba7d410f9213f5eab3ea9,5,,,2017-05-03 00:00:00,2017-05-05 11:40:11
f82947f407010dc39ef0e9fa9bcecce1,e3f36e2bde7883f92b8fe4b30e166321,4,,,2017-10-25 00:00:00,2017-10-25 18:57:21
c91203f49c66f4c18ebe5df62609f24c,dff351d499a7a16d302eb0c77d6fc100,5,,,2018-08-11 00:00:00,2018-08-14 00:47:00
e8754973c96cb1bea98b1b7b71e76918,3be018db2cccab04983c171b901ad20e,3,,,2018-02-06 00:00:00,2018-02-07 09:42:51
c2d87e14a53cf92acaa89362aa2b8f17,2d5cdc856665603f1580e3586bde89a5,5,,Mais bonita do que eu esperava  O tecido   lindo e ficou linda na janela  ,2018-02-06 00:00:00,2018-02-07 02:35:10
841ca4c7309936db53ec53e72d91d77f,1e2e0bd44283a412e965e041198550c2,1,,A PREVIS O PARA ENTREGA ERA DIA        HOJE S O       E AINDA N O RECEBI E N O CONSIGO RASTREAR O PRODUTO  A EMPRESA ,2017-04-14 00:00:00,2017-04-17 13:41:06
04df66564d6b34f0008b7393cf7f5e72,a9ada7abcca958b99713b0cf42dc5c4c,3,,Produto veio quebrado como fazer a troca     ,2018-07-25 00:00:00,2018-08-10 05:59:09
f2b6272b6b6a6459cc69371c53167cf0,0988e6e21a5bd6dee0c95d3a85970d98,5,Recomendo,Produto exato  melhor pre o da internet  entrega super r pida chegou antes do previsto  ,2018-06-27 00:00:00,2018-07-02 19:04:36
96d5ae4f060f55afb2e5ee5a9a544d1a,4f8e380dcdc0ff7f92479a8d9c950490,5,,,2018-03-07 00:00:00,2018-03-07 10:50:37
9846ea60fea5dd117221c609f12f3202,3822b25e989ac059e7f232678b67a465,5,,,2018-07-31 00:00:00,2018-07-31 19:34:22
5c567db92f74caa102b1ac11a852d59a,d3a0d186a5e203acfa13cd9a541073d5,5,,,2017-11-11 00:00:00,2017-11-12 05:17:45
460d0a97edf3b8afc15b1fd00ec9ca9b,f3a11dab21352ec16a6d038ce9958381,5,,,2017-03-24 00:00:00,2017-03-27 00:58:21
f874b397aa72ddf6d4fdb1346f269ff8,9c1a5eb0f1bff32a9846477115335d36,4,,,2018-05-22 00:00:00,2018-05-25 19:05:03
43e80cba7cda53d6ca152f1ea5b65598,ba1edaa5e640ca7da4c97fe92382eaaa,5,,Fiquei feliz com a compra  o produto veio exatamente como foi pedido  chegou bem antes do limite do prazo e emperfeitas condi es a loja atende muito bem  Eu recomendo  ,2017-04-01 00:00:00,2017-04-01 21:19:00
e92a1612d8dcd014217178bd28cc54b2,00a99c50fdff7e36262caba33821875a,5,ótimo super recomendo,comprometimento com o cliente,2018-08-25 00:00:00,2018-08-25 23:44:42
b3c102af5d45c4462d35817de210f86c,b8783952ffb07e62bcd0b709e8977f60,5,,achei de boa qualidade,2017-12-06 00:00:00,2017-12-06 13:54:06
b4bf948de7442a62ae6b2c73fa0161a6,92d956a077a254413755349e0efd0ed7,5,,e lindo ,2017-11-14 00:00:00,2017-11-17 22:00:36
3c6b115e919a94cafc35c465a456cb9c,71269bfaff77cbd93b48e1dc0f548f69,5,,,2017-03-10 00:00:00,2017-03-10 12:13:11
656c4ec3aef2ac3289641f6047f76105,2acc7dd7478c845d1f150d20dc7d7e43,5,,,2018-04-10 00:00:00,2018-04-12 21:58:12
2b2d7f34feda1bffbec43edd2f6ed9bb,969613d95cf3cfb1d3299488a732ffbc,5,,,2018-03-28 00:00:00,2018-04-01 23:24:10
c774ccf4e72bdd319d73593fadb725ff,efb8dac7a0254c587d4004ae2b7a3b22,5,,Chegou em perfeitas condi es e mais r pido que o previsto Recomendo ,2017-12-20 00:00:00,2017-12-22 22:47:29
caf8e9cbe7397ffb4886cd2dc8b8b2c8,5014c656e42bfdde371e00923238763f,4,,,2017-05-11 00:00:00,2017-05-12 11:22:22
1c507094634e728fe9778197b4ce3ca0,06bafdd8b6d0b5befb44337a7674a1ec,3,,,2018-02-22 00:00:00,2018-02-26 02:39:15
ec4d1e6dd7417db7645f399842964d02,6046bc15c899ee2dd06d1a235f9f61c9,5,,,2017-09-04 00:00:00,2017-09-04 11:03:56
1529d18ba73de72cdf6bd593ed499b4a,30cb9807736cf9827533cf34b10969d8,3,,,2017-06-01 00:00:00,2017-06-04 12:59:33
66f92b8acd99ffce80ea99048c109ac2,9b496783c3754fac34c3f4ac1eee7d9e,4,,,2018-03-23 00:00:00,2018-03-26 18:15:21
b39f6c1d427fd4ef076263bcc31ae03b,e138166b54ea9292f505d07a4999db88,4,,,2018-06-15 00:00:00,2018-06-17 14:48:34
58dbeebef5ebd5f123c0d111ce15a59b,9888a5d5164497efd85f110e29cac580,5,,,2018-07-31 00:00:00,2018-07-31 22:37:45
ae9c838d9927d00221242cbc11ca44bf,28b031abc340760284a1398ab8f6fd4c,5,,,2018-06-26 00:00:00,2018-06-27 09:41:29
b439df4e47d50f3d06b6395d9b3867c2,5b4858f2dcf69731f2285a38829bfa7c,1,,  correio n o entregou a minha encomenda por que meu nome estava incompleto  por favor mande o meu produto ou devolva meu dinheiro  fui no correio varias vezes mas n o quiseram entregar o meu produto ,2018-03-18 00:00:00,2018-03-20 17:59:19
528a148d4552cd2d994eaff4874917c2,879c7f0d19d8c74f03005b40ba422b8f,4,,,2018-04-10 00:00:00,2018-04-13 10:59:36
a3edc001e295d220b45b40fd5dbdbffc,ed14c3058d5e31989c9c093cfcdae0d6,5,,,2018-08-14 00:00:00,2018-08-15 22:25:05
5ebf3f1e7a9a2d29385b26ef8d827e97,c8f50df8a3e4fc40685c137dd2253eac,5,,,2017-02-26 00:00:00,2017-02-28 19:21:39
2d40ef8f487eac6517166791672d1cce,1b70309f9d8c8068c52cab917fb26379,5,bom ,bom,2018-08-04 00:00:00,2018-08-05 12:10:43
932f8c5de124d8b3f2929bd2f4c4e58c,dfe927ca4859176d7377a7543078d4b1,5,,,2018-08-18 00:00:00,2018-08-21 17:00:34
2968ec6ffb66288a3c471e9c817699be,531abf2d5cc78f7a49d9ba560cbbfe7a,1,,A entrega era para at  dia        At  hoje ainda est  no preparo para entrega ,2018-03-28 00:00:00,2018-03-28 11:25:16
c3e43ca3e5d30965e06959c2a7102b54,ab4362fccbf0de9194dc5b7c0ea13585,4,,,2018-07-24 00:00:00,2018-07-26 11:17:13
bc35920fdb46a393b518c7e5caa79fa1,10ed58c723182bd11f81473b383432de,3,,,2017-05-18 00:00:00,2017-06-01 11:40:10
9563d700e729fd6b5a3b87db31e67ced,41fe3abb11743c0c0403af8721d23feb,5,,,2017-05-10 00:00:00,2017-05-12 13:39:33
84bb61dd9b9837f239219c1396747e64,7955751dd5fe4fe14b9e9a89fa14e917,5,,Produto bonito e muito bem acabado ,2018-04-03 00:00:00,2018-04-06 12:39:47
492753053440fcf3f5a30a4cc64c21b0,a3a0be41e7611973435cc81280f76bee,5,,,2017-12-05 00:00:00,2017-12-06 13:26:22
0c2915e69ee09c18b9c15b8035bdc5ff,7433b1786e1af2042c2c4c76d3e4b750,4,,Manta bonita e grande  exatamente como estava no site  Gostei   ,2017-06-20 00:00:00,2017-06-21 00:14:13
